sample_id,video_id,clip_id,text_chars,label,annotation,source_video_path,resolved_video_path,source_sha256,output_npz,metadata_json,word_count,audio_frames,audio_valid_frames,vision_samples,vision_valid_samples,audio_observed_word_ratio,vision_observed_word_ratio,alignment_mean_confidence,alignment_low_confidence_words,text_fallback_words,alignment_interval_valid,nan_count,inf_count,status,error
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,119,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,artifacts/q1/final_100/features/-RfYyzHpjk4__2.npz,artifacts/q1/final_100/metadata/-RfYyzHpjk4__2.json,25,537,375,28,28,1.0,0.84,0.6849377155303955,0,0,True,0,0,ok,
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,93,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,artifacts/q1/final_100/features/-UUCSKoHeMA__0.npz,artifacts/q1/final_100/metadata/-UUCSKoHeMA__0.json,18,771,505,39,38,1.0,1.0,0.7271134257316589,0,0,True,0,0,ok,
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,43,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,artifacts/q1/final_100/features/-ri04Z7vwnc__0.npz,artifacts/q1/final_100/metadata/-ri04Z7vwnc__0.json,8,274,230,14,0,1.0,0.0,0.7043611407279968,0,0,True,0,0,ok,
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,99,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,artifacts/q1/final_100/features/-ri04Z7vwnc__2.npz,artifacts/q1/final_100/metadata/-ri04Z7vwnc__2.json,16,589,464,29,10,1.0,0.375,0.7053980827331543,0,0,True,0,0,ok,
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,47,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,artifacts/q1/final_100/features/-ri04Z7vwnc__5.npz,artifacts/q1/final_100/metadata/-ri04Z7vwnc__5.json,8,342,277,17,17,1.0,1.0,0.6759285926818848,0,0,True,0,0,ok,
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,50,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,artifacts/q1/final_100/features/-s9qJ7ATP7w__1.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__1.json,11,462,142,24,24,1.0,1.0,0.7363827228546143,0,0,True,0,0,ok,
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,112,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,artifacts/q1/final_100/features/-s9qJ7ATP7w__0.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__0.json,24,669,250,34,34,0.9583333333333334,1.0,0.6952524781227112,1,0,True,0,0,ok,
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,88,-2.0,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,artifacts/q1/final_100/features/-s9qJ7ATP7w__5.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__5.json,19,838,365,43,41,1.0,0.9473684210526315,0.7271749377250671,0,0,True,0,0,ok,
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,52,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,artifacts/q1/final_100/features/-s9qJ7ATP7w__4.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__4.json,9,423,168,22,19,1.0,0.7777777777777778,0.735691249370575,0,0,True,0,0,ok,
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,136,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,artifacts/q1/final_100/features/-s9qJ7ATP7w__7.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__7.json,28,682,132,35,27,0.9642857142857143,0.6428571428571429,0.7414198517799377,1,0,True,0,0,ok,
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,21,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,artifacts/q1/final_100/features/-s9qJ7ATP7w__6.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__6.json,5,229,34,12,10,1.0,1.0,0.7651931047439575,0,0,True,0,0,ok,
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,60,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,artifacts/q1/final_100/features/-s9qJ7ATP7w__8.npz,artifacts/q1/final_100/metadata/-s9qJ7ATP7w__8.json,12,316,117,17,17,1.0,0.8333333333333334,0.7162407040596008,0,0,True,0,0,ok,
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,326,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,artifacts/q1/final_100/features/-yRb-Jum7EQ__1.npz,artifacts/q1/final_100/metadata/-yRb-Jum7EQ__1.json,49,2909,444,146,146,0.9795918367346939,1.0,0.7749214172363281,1,0,True,0,0,ok,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,156,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,artifacts/q1/final_100/features/-yRb-Jum7EQ__5.npz,artifacts/q1/final_100/metadata/-yRb-Jum7EQ__5.json,25,1302,350,66,66,1.0,1.0,0.7903300523757935,0,0,True,0,0,ok,
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,116,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,artifacts/q1/final_100/features/-yRb-Jum7EQ__6.npz,artifacts/q1/final_100/metadata/-yRb-Jum7EQ__6.json,19,1122,299,56,54,1.0,1.0,0.7708860635757446,0,0,True,0,0,ok,
